0.52957672, 0.00016664, 0.59796728, 0.96116088, 0.95604751, 0.94167458, 0.74787217, 0.70338594, 0.65182418, 0.59374511
0.56787184, 0.00016534, 0.61608062, 0.99027445, 0.98500500, 0.97020603, 0.80196084, 0.75424702, 0.69895805, 0.63667924
0.59701067, 0.00016031, 0.62225433, 1.00027306, 0.99495032, 0.98001297, 0.84311942, 0.79294651, 0.73482191, 0.66934755
0.61518232, 0.00035730, 1.00058957, 0.99489693, 0.98004707, 0.95529321, 0.86881664, 0.81710012, 0.75720663, 0.68973774
0.62170151, 1.00000399, 0.99500061, 0.98005863, 0.95532509, 0.92104673, 0.87756278, 0.82531402, 0.76481974, 0.69667250
1.00011260, 0.99498372, 0.98005684, 0.95532237, 0.92104306, 0.87756152, 0.82531231, 0.76481755, 0.69666837, 0.62166688
0.99015108, 0.98508163, 0.97030338, 0.94581515, 0.91187707, 0.86882790, 0.81709868, 0.75720597, 0.68973503, 0.61547996
0.96088994, 0.95596220, 0.94162073, 0.91785630, 0.88492137, 0.84314510, 0.79294501, 0.73482275, 0.66934626, 0.59728619
0.91403712, 0.90934966, 0.89570747, 0.87310180, 0.84177276, 0.80203350, 0.75428116, 0.69899292, 0.63670906, 0.56816263
0.85202795, 0.84765849, 0.83494181, 0.81386972, 0.78466607, 0.74762276, 0.70310999, 0.65157256, 0.59351409, 0.52961792
