0.52985047, 0.85235405, 0.84798366, 0.83526205, 0.81418210, 0.78496756, 0.74791039, 0.70338094, 0.65182418, 0.59374511
0.56816433, 0.91398838, 0.90930197, 0.89566044, 0.87305620, 0.84172912, 0.80199233, 0.75424292, 0.69895805, 0.63667924
0.59731711, 0.96088555, 0.95595867, 0.94161719, 0.91785311, 0.88491863, 0.84314293, 0.79294348, 0.73482191, 0.66934755
0.61551305, 0.99015679, 0.98507983, 0.97030147, 0.94581347, 0.91187572, 0.86882740, 0.81709874, 0.75720663, 0.68973774
0.62170155, 1.00011203, 0.99498403, 0.98005709, 0.95532288, 0.92104391, 0.87756278, 0.82531402, 0.76481974, 0.69667250
1.00011260, 0.99498372, 0.98005684, 0.95532237, 0.92104306, 0.87756152, 0.82531231, 0.76481755, 0.69666837, 0.62166688
0.99015933, 0.98508150, 0.97030317, 0.94581486, 0.91187670, 0.86882790, 0.81709868, 0.75720597, 0.68973503, 0.61547996
0.96088994, 0.95596220, 0.94162073, 0.91785630, 0.88492137, 0.84314510, 0.79294501, 0.73482275, 0.66934626, 0.59728619
0.91403712, 0.90934966, 0.89570747, 0.87310180, 0.84177276, 0.80203350, 0.75428116, 0.69899292, 0.63670906, 0.56816263
0.85202795, 0.84765849, 0.83494181, 0.81386972, 0.78466607, 0.74762276, 0.70310999, 0.65157256, 0.59351409, 0.52961792
